datetime,open,high,low,close,volume
2025-04-20 00:00:00+09:00,139.8116,139.8116,139.3139,139.7217,148.56
2025-04-20 00:05:00+09:00,139.7217,139.9199,139.7203,139.7395,254.78
2025-04-20 00:10:00+09:00,139.7395,139.7438,139.6052,139.648,107.56
2025-04-20 00:15:00+09:00,139.648,139.6957,139.4933,139.6119,209.36
2025-04-20 00:20:00+09:00,139.6119,140.5629,139.6113,140.1105,604.65
2025-04-20 00:25:00+09:00,140.1105,140.1895,140.0899,140.0941,225.49
2025-04-20 00:30:00+09:00,140.0941,140.1064,139.8752,139.8787,296.41
2025-04-20 00:35:00+09:00,139.8787,139.8814,139.4465,139.4466,371.27
2025-04-20 00:40:00+09:00,139.4466,139.4476,138.7505,138.9704,281.28
2025-04-20 00:45:00+09:00,138.9704,139.0416,138.9553,138.9574,326.12
2025-04-20 00:50:00+09:00,138.9574,139.0687,138.6416,138.7189,159.22
2025-04-20 00:55:00+09:00,138.7189,139.1148,138.7093,139.1097,200.09
2025-04-20 01:00:00+09:00,139.1097,139.2267,138.7355,138.7587,278.53
2025-04-20 01:05:00+09:00,138.7587,138.8344,138.7563,138.8171,237.91
2025-04-20 01:10:00+09:00,138.8171,138.8288,138.8112,138.8288,286.69
2025-04-20 01:15:00+09:00,138.8288,138.8296,138.4135,138.7615,251.54
2025-04-20 01:20:00+09:00,138.7615,138.784,138.7612,138.7821,186.59
2025-04-20 01:25:00+09:00,138.7821,139.1355,137.8588,138.0285,333.21
2025-04-20 01:30:00+09:00,138.0285,138.1478,138.0267,138.1391,307.5
2025-04-20 01:35:00+09:00,138.1391,138.1871,138.1283,138.1839,171.0
2025-04-20 01:40:00+09:00,138.1839,138.3509,137.9579,138.2669,169.15
2025-04-20 01:45:00+09:00,138.2669,138.3042,138.1369,138.1382,321.1
2025-04-20 01:50:00+09:00,138.1382,138.144,138.1272,138.1425,378.9
2025-04-20 01:55:00+09:00,138.1425,138.1596,138.1407,138.1496,356.51
2025-04-20 02:00:00+09:00,138.1496,138.3376,138.1413,138.3327,243.91
2025-04-20 02:05:00+09:00,138.3327,138.3364,137.7802,137.7821,170.41
2025-04-20 02:10:00+09:00,137.7821,137.9985,137.7731,137.9717,219.73
2025-04-20 02:15:00+09:00,137.9717,138.4426,137.9676,138.2111,192.57
2025-04-20 02:20:00+09:00,138.2111,138.7162,138.2089,138.7096,199.62
2025-04-20 02:25:00+09:00,138.7096,138.7147,138.6975,138.7021,309.32
2025-04-20 02:30:00+09:00,138.7021,138.7394,138.6748,138.6809,166.64
2025-04-20 02:35:00+09:00,138.6809,139.0451,138.679,139.0451,328.14
2025-04-20 02:40:00+09:00,139.0451,139.0464,139.0013,139.0096,239.75
2025-04-20 02:45:00+09:00,139.0096,139.152,138.9052,138.9089,185.68
2025-04-20 02:50:00+09:00,138.9089,138.9099,138.1915,138.2021,180.32
2025-04-20 02:55:00+09:00,138.2021,138.9201,138.1991,138.9186,169.12
2025-04-20 03:00:00+09:00,138.9186,138.9311,138.9164,138.9261,193.0
2025-04-20 03:05:00+09:00,138.9261,138.9274,138.8966,138.9151,177.01
2025-04-20 03:10:00+09:00,138.9151,139.0469,138.9023,139.0359,149.25
2025-04-20 03:15:00+09:00,139.0359,139.0369,138.7328,138.7354,152.94
2025-04-20 03:20:00+09:00,138.7354,138.7417,138.7305,138.7404,97.62
2025-04-20 03:25:00+09:00,138.7404,138.7413,138.457,138.4647,73.55
2025-04-20 03:30:00+09:00,138.4647,138.5203,138.4615,138.5183,114.34
2025-04-20 03:35:00+09:00,138.5183,138.8591,138.5169,138.8555,89.6
2025-04-20 03:40:00+09:00,138.8555,138.9094,138.8527,138.8559,95.33
2025-04-20 03:45:00+09:00,138.8559,138.8566,138.5161,138.7792,126.52
2025-04-20 03:50:00+09:00,138.7792,138.7997,138.763,138.7992,62.63
2025-04-20 03:55:00+09:00,138.7992,138.7994,138.7626,138.7674,64.45
2025-04-20 04:00:00+09:00,138.7674,138.7693,138.5951,138.6013,280.53
2025-04-20 04:05:00+09:00,138.6013,138.7176,138.5278,138.717,125.25
2025-04-20 04:10:00+09:00,138.717,138.7793,138.7141,138.7787,85.74
2025-04-20 04:15:00+09:00,138.7787,138.7787,138.498,138.5036,90.53
2025-04-20 04:20:00+09:00,138.5036,138.6778,138.4892,138.5565,139.25
2025-04-20 04:25:00+09:00,138.5565,138.5593,138.5449,138.5454,58.86
2025-04-20 04:30:00+09:00,138.5454,138.6818,138.5426,138.6785,91.51
2025-04-20 04:35:00+09:00,138.6785,138.6826,138.6742,138.6821,51.41
2025-04-20 04:40:00+09:00,138.6821,138.8727,138.6803,138.8716,54.25
2025-04-20 04:45:00+09:00,138.8716,138.8737,138.6764,138.6797,76.57
2025-04-20 04:50:00+09:00,138.6797,138.6833,138.6719,138.6766,65.71
2025-04-20 04:55:00+09:00,138.6766,138.8265,138.6605,138.8196,54.12
2025-04-20 05:00:00+09:00,138.8196,138.8208,138.6747,138.6756,154.76
2025-04-20 05:05:00+09:00,138.6756,138.6799,138.6716,138.6766,117.01
2025-04-20 05:10:00+09:00,138.6766,138.6802,138.4999,138.5027,70.99
2025-04-20 05:15:00+09:00,138.5027,138.608,138.5021,138.6028,63.03
2025-04-20 05:20:00+09:00,138.6028,138.6122,138.5062,138.5097,120.31
2025-04-20 05:25:00+09:00,138.5097,138.5127,138.5007,138.5032,52.5
2025-04-20 05:30:00+09:00,138.5032,138.5041,138.4833,138.4848,66.68
2025-04-20 05:35:00+09:00,138.4848,138.5175,138.4823,138.5162,78.86
2025-04-20 05:40:00+09:00,138.5162,138.7265,138.5149,138.725,107.7
2025-04-20 05:45:00+09:00,138.725,138.7775,138.725,138.7753,80.55
2025-04-20 05:50:00+09:00,138.7753,139.0989,138.7751,139.0989,107.47
2025-04-20 05:55:00+09:00,139.0989,139.0989,138.8247,138.8251,59.97
2025-04-20 06:00:00+09:00,138.8251,138.8267,138.4471,138.4507,157.71
2025-04-20 06:05:00+09:00,138.4507,138.9852,138.4487,138.985,102.42
2025-04-20 06:10:00+09:00,138.985,138.9909,138.7597,138.9779,108.91
2025-04-20 06:15:00+09:00,138.9779,138.9975,138.9769,138.9931,75.46
2025-04-20 06:20:00+09:00,138.9931,139.0057,138.9915,139.0013,32.19
2025-04-20 06:25:00+09:00,139.0013,139.0031,138.9965,139.0023,36.2
2025-04-20 06:30:00+09:00,139.0023,139.1465,139.0013,139.0068,38.2
2025-04-20 06:35:00+09:00,139.0068,139.0088,139.0,139.0069,32.01
2025-04-20 06:40:00+09:00,139.0069,139.0198,138.6807,138.8411,24.46
2025-04-20 06:45:00+09:00,138.8411,138.843,138.8388,138.8403,5.53
2025-04-20 06:50:00+09:00,138.8403,138.8788,138.839,138.8769,18.21
2025-04-20 06:55:00+09:00,138.8769,138.8776,138.872,138.8737,8.85
2025-04-20 07:00:00+09:00,138.8737,139.2173,138.8723,139.187,10.42
2025-04-20 07:05:00+09:00,139.187,139.188,139.0372,139.0374,9.38
2025-04-20 07:10:00+09:00,139.0374,139.0374,139.0292,139.0304,13.6
2025-04-20 07:15:00+09:00,139.0304,139.0309,139.0217,139.0242,21.96
2025-04-20 07:20:00+09:00,139.0242,139.0868,139.023,139.0827,53.08
2025-04-20 07:25:00+09:00,139.0827,139.0918,139.0815,139.0876,39.69
2025-04-20 07:30:00+09:00,139.0876,139.2208,139.0863,139.2171,81.2
2025-04-20 07:35:00+09:00,139.2171,139.2934,139.2161,139.285,241.55
2025-04-20 07:40:00+09:00,139.285,139.4769,139.2763,139.4728,76.47
2025-04-20 07:45:00+09:00,139.4728,139.9748,139.2034,139.9748,578.18
2025-04-20 07:50:00+09:00,139.9748,139.9748,139.2974,139.4292,69.75
2025-04-20 07:55:00+09:00,139.4292,139.5453,139.4292,139.5444,68.38
2025-04-20 08:00:00+09:00,139.5444,139.5572,139.5423,139.5506,69.3
2025-04-20 08:05:00+09:00,139.5506,139.5531,139.5169,139.5194,82.37
